path,name,kind,route,url,steps,actions,risk_flags,has_write
generated/gap_route_agentfrontend_partials_health_php.yaml,gap_route_agentfrontend_partials_health_php,ui,,,2,"goto,wait",,False
generated/gap_route_agentfrontend_partials_intents_php.yaml,gap_route_agentfrontend_partials_intents_php,ui,,,2,"goto,wait",,False
generated/gap_route_agentfrontend_partials_js_inventory_php.yaml,gap_route_agentfrontend_partials_js_inventory_php,ui,,,2,"goto,wait",,False
generated/gap_route_agentfrontend_partials_knowledge_curation_php.yaml,gap_route_agentfrontend_partials_knowledge_curation_php,ui,,,2,"goto,wait",,False
generated/gap_route_agentfrontend_partials_kpis_php.yaml,gap_route_agentfrontend_partials_kpis_php,ui,,,2,"goto,wait",,False
generated/gap_route_agentfrontend_partials_learning_feedback_php.yaml,gap_route_agentfrontend_partials_learning_feedback_php,ui,,,2,"goto,wait",,False
generated/gap_route_agentfrontend_partials_log_highlights_php.yaml,gap_route_agentfrontend_partials_log_highlights_php,ui,,,2,"goto,wait",,False
generated/gap_route_agentfrontend_partials_long_term_goals_php.yaml,gap_route_agentfrontend_partials_long_term_goals_php,ui,,,2,"goto,wait",,False
generated/gap_route_agentfrontend_partials_monitoring_widgets_php.yaml,gap_route_agentfrontend_partials_monitoring_widgets_php,ui,,,2,"goto,wait",,False
generated/gap_route_agentfrontend_partials_operator_goals_php.yaml,gap_route_agentfrontend_partials_operator_goals_php,ui,,,2,"goto,wait",,False
generated/gap_route_agentfrontend_partials_permission_queue_php.yaml,gap_route_agentfrontend_partials_permission_queue_php,ui,,,2,"goto,wait",,False
generated/gap_route_agentfrontend_partials_permissions_php.yaml,gap_route_agentfrontend_partials_permissions_php,ui,,,2,"goto,wait",,False
generated/gap_route_agentfrontend_partials_plan_library_php.yaml,gap_route_agentfrontend_partials_plan_library_php,ui,,,2,"goto,wait",,False
generated/gap_route_agentfrontend_partials_prod_operations_php.yaml,gap_route_agentfrontend_partials_prod_operations_php,ui,,,2,"goto,wait",,False
generated/gap_route_agentfrontend_partials_proposals_simple_php.yaml,gap_route_agentfrontend_partials_proposals_simple_php,ui,,,2,"goto,wait",,False
generated/gap_route_agentfrontend_partials_proposed_playbooks_simple_php.yaml,gap_route_agentfrontend_partials_proposed_playbooks_simple_php,ui,,,2,"goto,wait",,False
generated/gap_route_agentfrontend_partials_quick_actions_php.yaml,gap_route_agentfrontend_partials_quick_actions_php,ui,,,2,"goto,wait",,False
generated/gap_route_agentfrontend_partials_report_viewer_php.yaml,gap_route_agentfrontend_partials_report_viewer_php,ui,,,2,"goto,wait",,False
generated/gap_route_agentfrontend_partials_route_updates_php.yaml,gap_route_agentfrontend_partials_route_updates_php,ui,,,2,"goto,wait",,False
generated/gap_route_agentfrontend_partials_rules_php.yaml,gap_route_agentfrontend_partials_rules_php,ui,,,2,"goto,wait",,False
generated/gap_route_agentfrontend_partials_simple_mode_php.yaml,gap_route_agentfrontend_partials_simple_mode_php,ui,,,2,"goto,wait",,False
generated/gap_route_agentfrontend_partials_snapshot_delta_php.yaml,gap_route_agentfrontend_partials_snapshot_delta_php,ui,,,2,"goto,wait",,False
generated/gap_route_agentfrontend_partials_summary_php.yaml,gap_route_agentfrontend_partials_summary_php,ui,,,2,"goto,wait",,False
generated/gap_route_agentfrontend_partials_test_console_php.yaml,gap_route_agentfrontend_partials_test_console_php,ui,,,2,"goto,wait",,False
generated/gap_route_agentfrontend_partials_tool_evidence_php.yaml,gap_route_agentfrontend_partials_tool_evidence_php,ui,,,2,"goto,wait",,False
generated/gap_route_agentfrontend_partials_topbar_php.yaml,gap_route_agentfrontend_partials_topbar_php,ui,,,2,"goto,wait",,False
generated/gap_route_agentfrontend_partials_vector_db_status_php.yaml,gap_route_agentfrontend_partials_vector_db_status_php,ui,,,2,"goto,wait",,False
generated/gap_route_agentfrontend_partials_worst_routes_php.yaml,gap_route_agentfrontend_partials_worst_routes_php,ui,,,2,"goto,wait",,False
generated/gap_route_api_delete_bank_php.yaml,gap_route_api_delete_bank_php,api,,,1,request,,False
generated/gap_route_api_delete_supplier_php.yaml,gap_route_api_delete_supplier_php,api,,,1,request,,False
generated/gap_route_api_extend_php.yaml,gap_route_api_extend_php,api,,,1,request,,False
generated/gap_route_api_get_letter_preview_php.yaml,gap_route_api_get_letter_preview_php,api,,,1,request,,False
generated/gap_route_api_learning_action_php.yaml,gap_route_api_learning_action_php,api,,,1,request,,False
generated/gap_route_api_manual_entry_php.yaml,gap_route_api_manual_entry_php,api,,,1,request,,False
generated/gap_route_api_parse_paste_php.yaml,gap_route_api_parse_paste_php,api,,,1,request,,False
generated/gap_route_api_parse_paste_v2_php.yaml,gap_route_api_parse_paste_v2_php,api,,,1,request,,False
generated/gap_route_partials_confirm_modal_php.yaml,gap_route_partials_confirm_modal_php,ui,,,2,"goto,wait",,False
generated/gap_route_partials_excel_import_modal_php.yaml,gap_route_partials_excel_import_modal_php,ui,,,2,"goto,wait",,False
generated/gap_route_partials_historical_banner_php.yaml,gap_route_partials_historical_banner_php,ui,,,2,"goto,wait",,False
generated/gap_route_partials_letter_renderer_php.yaml,gap_route_partials_letter_renderer_php,ui,,,2,"goto,wait",,False
generated/gap_route_server_php.yaml,gap_route_server_php,ui,,,2,"goto,wait",,False
generated/gap_route_views_confidence_demo_php.yaml,gap_route_views_confidence_demo_php,ui,,,2,"goto,wait",,False
generated/gap_route_views_index_php.yaml,gap_route_views_index_php,ui,,,2,"goto,wait",,False
generated/gap_route_views_maintenance_php.yaml,gap_route_views_maintenance_php,ui,,,2,"goto,wait",,False
generated/gap_route_views_settings_php.yaml,gap_route_views_settings_php,ui,,,2,"goto,wait",,False
generated/gap_route_views_statistics_php.yaml,gap_route_views_statistics_php,ui,,,2,"goto,wait",,False
generated/gap_ui_action_index_php.yaml,gap_ui_action_index_php,ui,,,4,"click,goto,wait",,True
generated/gap_ui_action_unknown.yaml,gap_ui_action_unknown,ui,,,4,"click,goto,wait",,True
generated/gap_ui_action_views_maintenance_php.yaml,gap_ui_action_views_maintenance_php,ui,,,4,"click,goto,wait",,True
generated/gap_ui_action_views_settings_php.yaml,gap_ui_action_views_settings_php,ui,,,4,"click,goto,wait",,True
goals/goal_1770188406.yaml,goal_log_error,ui,,,2,"goto,wait",,False
goals/goal_1770188412.yaml,goal_log_error,ui,,,2,"goto,wait",,False
goals/goal_1770188417.yaml,goal_route_recent,ui,,,2,"goto,wait",,False
goals/goal_1770188812.yaml,goal_log_error,ui,,,2,"goto,wait",,False
goals/goal_1770188819.yaml,goal_log_error,ui,,,2,"goto,wait",,False
goals/goal_1770188823.yaml,goal_route_recent,ui,,,2,"goto,wait",,False
goals/goal_1770188825.yaml,goal_route_recent,ui,,,2,"goto,wait",,False
goals/goal_1770188828.yaml,goal_route_recent,ui,,,2,"goto,wait",,False
goals/goal_1770188830.yaml,goal_route_recent,ui,,,2,"goto,wait",,False
goals/goal_1770189358.yaml,goal_log_error,ui,,,2,"goto,wait",,False
goals/goal_1770189365.yaml,goal_log_error,ui,,,2,"goto,wait",,False
goals/goal_1770189374.yaml,goal_route_recent,ui,,,3,"click,goto,wait",,True
goals/goal_1770189380.yaml,goal_route_recent,ui,,,3,"click,goto,wait",,True
goals/goal_1770189548.yaml,goal_log_error,ui,,,2,"goto,wait",,False
goals/goal_1770189554.yaml,goal_log_error,ui,,,2,"goto,wait",,False
